Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,industry_avg_year,Industry_indicator_year,Environmental_Growth
2018,INTEL CORPORATION,United States,Manufacture of electrical machinery and apparatus n.e.c. (31),-2.22%,-0.0222,-0.07275014749262533,1,-0.07681176470588234,1,-5.12820512820511
2019,INTEL CORPORATION,United States,Manufacture of electrical machinery and apparatus n.e.c. (31),-2.38%,-0.023799999999999998,-0.07275014749262533,1,-0.07511279069767442,1,7.2072072072072
2016,INTERCONTINENTAL HOTELS GROUP PLC,United Kingdom,Other service activities (93),-66.08%,-0.6607999999999999,-0.06545776892430274,-1,-0.04653773584905659,-1,
2017,INTERCONTINENTAL HOTELS GROUP PLC,United Kingdom,Other service activities (93),-56.36%,-0.5636,-0.06545776892430274,-1,-0.09615714285714286,-1,-14.7094430992736
2018,INTERCONTINENTAL HOTELS GROUP PLC,United Kingdom,Other service activities (93),-23.52%,-0.2352,-0.06545776892430274,-1,-0.07377714285714285,-1,-58.268275372604684
2019,INTERCONTINENTAL HOTELS GROUP PLC,United Kingdom,Other service activities (93),-22.38%,-0.2238,-0.06545776892430274,-1,-0.042170769230769234,-1,-4.846938775510202
2017,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),-0.62%,-0.0062,-0.012459203980099502,1,-0.014033333333333332,1,
2018,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),-0.47%,-0.004699999999999999,-0.012459203980099502,1,-0.015472000000000001,1,-24.193548387096786
2019,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),-0.42%,-0.0042,-0.012459203980099502,1,-0.005232692307692308,1,-10.638297872340418
2016,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,-2.86%,-0.0286,-0.1794158192090395,1,-0.21424054054054054,1,
2017,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,-2.23%,-0.0223,-0.1794158192090395,1,-0.168566,1,-22.02797202797203
2018,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,-1.97%,-0.0197,-0.1794158192090395,1,-0.16673061224489796,1,-11.659192825112118
2019,INTERNATIONAL FLAVORS & FRAGRANCES INCORPORATED,United States,Chemicals nec,-1.89%,-0.0189,-0.1794158192090395,1,-0.17638048780487803,1,-4.060913705583746
2018,INTERNATIONAL GAME TECHNOLOGY PLC,United States,"Recreational, cultural and sporting activities (92)",-0.65%,-0.006500000000000001,-0.023618705035971202,1,-0.024963414634146343,1,
2019,INTERNATIONAL GAME TECHNOLOGY PLC,United States,"Recreational, cultural and sporting activities (92)",-0.64%,-0.0064,-0.023618705035971202,1,-0.016405882352941176,1,-1.538461538461544
2016,INTERNATIONAL PERSONAL FINANCE PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-1.03%,-0.0103,-0.03775423497267761,1,-0.0403921568627451,1,
2017,INTERNATIONAL PERSONAL FINANCE PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.83%,-0.0083,-0.03775423497267761,1,-0.030693650793650797,1,-19.417475728155342
2018,INTERNATIONAL PERSONAL FINANCE PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.81%,-0.008100000000000001,-0.03775423497267761,1,-0.03467868020304568,1,-2.409638554216853
2019,INTERNATIONAL PERSONAL FINANCE PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.75%,-0.0075,-0.03775423497267761,1,-0.045716580310880835,1,-7.40740740740743
2016,INTERTEK GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-1.96%,-0.0196,-0.00441720430107527,-1,-0.007880000000000002,-1,
2017,INTERTEK GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-1.57%,-0.015700000000000002,-0.00441720430107527,-1,-0.0063,-1,-19.897959183673454
2018,INTERTEK GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-1.53%,-0.015300000000000001,-0.00441720430107527,-1,-0.0058333333333333345,-1,-2.547770700636953
2019,INTERTEK GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),-1.53%,-0.015300000000000001,-0.00441720430107527,-1,0.0029428571428571438,-1,0.0
2018,INTRUM AB,Sweden,Other service activities (93),-0.11%,-0.0011,-0.06545776892430274,1,-0.07377714285714285,1,
2016,INTU PROPERTIES PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-1.55%,-0.0155,-0.03775423497267761,1,-0.0403921568627451,1,
2017,INTU PROPERTIES PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-1.39%,-0.0139,-0.03775423497267761,1,-0.030693650793650797,1,-10.322580645161295
2018,INTU PROPERTIES PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-1.30%,-0.013000000000000001,-0.03775423497267761,1,-0.03467868020304568,1,-6.474820143884874
2017,INVENTEC CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.72%,-0.0072,-0.02394920634920634,1,-0.02725384615384615,1,
2018,INVENTEC CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.27%,-0.0027,-0.02394920634920634,1,-0.02355454545454545,1,-62.5
2019,INVENTEC CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.25%,-0.0025,-0.02394920634920634,1,-0.020577083333333336,1,-7.4074074074074066
2017,INVESTEC PLC,South Africa,"Financial intermediation, except insurance and pension funding (65)",-0.22%,-0.0022,-0.03775423497267761,1,-0.030693650793650797,1,
2018,INVESTEC PLC,South Africa,"Financial intermediation, except insurance and pension funding (65)",-0.21%,-0.0021,-0.03775423497267761,1,-0.03467868020304568,1,-4.545454545454552
2019,INVESTEC PLC,South Africa,"Financial intermediation, except insurance and pension funding (65)",-0.17%,-0.0017000000000000001,-0.03775423497267761,1,-0.045716580310880835,1,-19.047619047619037
2019,INVESTOR AB,Sweden,Activities of membership organisation n.e.c. (91),-0.58%,-0.0058,-0.24436759259259264,1,-0.2567242424242424,1,
2016,IOI PROPERTIES GROUP BHD,Malaysia,Real estate activities (70),-3.27%,-0.0327,-0.08544903581267221,1,-0.0793225352112676,1,
2017,IOI PROPERTIES GROUP BHD,Malaysia,Real estate activities (70),-2.58%,-0.0258,-0.08544903581267221,1,-0.1103515789473684,1,-21.100917431192656
2017,IP GROUP PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.06%,-0.0006,-0.03775423497267761,1,-0.030693650793650797,1,
2019,IPE Group Limited,Hong Kong,"Manufacture of fabricated metal products, except machinery and equipment (28)",-16.29%,-0.1629,-0.038829032258064534,-1,-0.03942340425531914,-1,
2016,IRESS LIMITED,Australia,Computer and related activities (72),-0.20%,-0.002,-0.012459203980099502,1,-0.015683333333333334,1,
2019,IRESS LIMITED,Australia,Computer and related activities (72),-0.19%,-0.0019,-0.012459203980099502,1,-0.005232692307692308,1,-5.000000000000004
2016,IRON MOUNTAIN INCORPORATED,United States,"Financial intermediation, except insurance and pension funding (65)",-2.96%,-0.0296,-0.03775423497267761,1,-0.0403921568627451,1,
2017,IRON MOUNTAIN INCORPORATED,United States,"Financial intermediation, except insurance and pension funding (65)",-2.70%,-0.027000000000000003,-0.03775423497267761,1,-0.030693650793650797,1,-8.783783783783772
2018,IRON MOUNTAIN INCORPORATED,United States,"Financial intermediation, except insurance and pension funding (65)",-4.04%,-0.0404,-0.03775423497267761,-1,-0.03467868020304568,-1,49.629629629629605
2019,IRON MOUNTAIN INCORPORATED,United States,"Financial intermediation, except insurance and pension funding (65)",-3.76%,-0.037599999999999995,-0.03775423497267761,1,-0.045716580310880835,1,-6.930693069306937
2016,IRPC PUBLIC COMPANY LIMITED,Thailand,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-24.57%,-0.2457,-0.15736097560975612,-1,-0.22999999999999998,-1,
2017,IRPC PUBLIC COMPANY LIMITED,Thailand,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-22.30%,-0.223,-0.15736097560975612,-1,-0.14528000000000002,-1,-9.238909238909244
2018,IRPC PUBLIC COMPANY LIMITED,Thailand,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-16.47%,-0.16469999999999999,-0.15736097560975612,-1,-0.1268272727272727,-1,-26.143497757847545
2019,IRPC PUBLIC COMPANY LIMITED,Thailand,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-17.17%,-0.17170000000000002,-0.15736097560975612,-1,-0.13944545454545454,-1,4.250151791135415
2019,ISEKI & CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-0.75%,-0.0075,-0.052632558139534914,1,-0.03889583333333333,1,
2019,ISETAN MITSUKOSHI HOLDINGS LIMITED,Japan,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.49%,-0.0049,-0.021157094594594594,1,-0.01781529411764706,1,
2016,ISS AS,Denmark,Other service activities (93),-0.35%,-0.0034999999999999996,-0.06545776892430274,1,-0.04653773584905659,1,
2017,ISS AS,Denmark,Other service activities (93),-0.28%,-0.0028000000000000004,-0.06545776892430274,1,-0.09615714285714286,1,-19.999999999999986
2018,ISS AS,Denmark,Other service activities (93),-0.30%,-0.003,-0.06545776892430274,1,-0.07377714285714285,1,7.14285714285714
2019,ISS AS,Denmark,Other service activities (93),-0.28%,-0.0028000000000000004,-0.06545776892430274,1,-0.042170769230769234,1,-6.666666666666654
2016,ITALGAS SPA,Italy,Production of electricity by petroleum and other oil derivatives,-14.69%,-0.1469,-0.13,-1,-0.15600000000000003,1,
2018,ITALGAS SPA,Italy,Production of electricity by petroleum and other oil derivatives,-8.66%,-0.0866,-0.13,1,-0.11954999999999999,1,-41.04833219877469
2019,ITALGAS SPA,Italy,Production of electricity by petroleum and other oil derivatives,-8.05%,-0.0805,-0.13,1,-0.0805,0,-7.043879907621243
2018,ITAU UNIBANCO HOLDING S.A.,Brazil,"Financial intermediation, except insurance and pension funding (65)",-0.06%,-0.0006,-0.03775423497267761,1,-0.03467868020304568,1,
2019,ITAUSA - INVESTIMENTOS ITAU SA,Brazil,"Financial intermediation, except insurance and pension funding (65)",-1.28%,-0.0128,-0.03775423497267761,1,-0.045716580310880835,1,
2016,ITC LTD,India,Manufacture of tobacco products (16),-12.62%,-0.12619999999999998,-0.06393333333333334,-1,-0.06595,-1,
2017,ITC LTD,India,Manufacture of tobacco products (16),-11.07%,-0.1107,-0.06393333333333334,-1,-0.05775,-1,-12.28209191759111
2018,ITC LTD,India,Manufacture of tobacco products (16),-12.59%,-0.1259,-0.06393333333333334,-1,-0.0655,-1,13.730803974706408
2019,ITC LTD,India,Manufacture of tobacco products (16),-12.52%,-0.1252,-0.06393333333333334,-1,-0.06575,-1,-0.5559968228753043
2019,ITISSALAT AL MAGHRIB STE SA,Morocco,Post and telecommunications (64),-4.94%,-0.049400000000000006,-0.023313953488372105,-1,-0.022780597014925373,-1,
2017,"ITO EN, LTD.",Japan,Manufacture of beverages,-0.19%,-0.0019,-0.05712363636363635,1,-0.041133333333333334,1,
2016,ITOCHU CORPORATION,Japan,Renting of machinery and equipment without operator and of personal and household goods (71),-0.31%,-0.0031,-0.011594594594594592,1,-0.010030769230769232,1,
2017,ITOCHU CORPORATION,Japan,Renting of machinery and equipment without operator and of personal and household goods (71),-0.29%,-0.0029,-0.011594594594594592,1,-0.011923809523809524,1,-6.451612903225811
2016,ITOCHU TECHNO-SOLUTIONS CORPORATION,Japan,Computer and related activities (72),-0.62%,-0.0062,-0.012459203980099502,1,-0.015683333333333334,1,
2017,ITOCHU TECHNO-SOLUTIONS CORPORATION,Japan,Computer and related activities (72),-0.56%,-0.005600000000000001,-0.012459203980099502,1,-0.014033333333333332,1,-9.67741935483869
2018,ITOCHU TECHNO-SOLUTIONS CORPORATION,Japan,Computer and related activities (72),-0.48%,-0.0048,-0.012459203980099502,1,-0.015472000000000001,1,-14.285714285714302
2019,ITOCHU TECHNO-SOLUTIONS CORPORATION,Japan,Computer and related activities (72),-0.43%,-0.0043,-0.012459203980099502,1,-0.005232692307692308,1,-10.416666666666663
2016,"ITRON, INC.",United States,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.55%,-0.0055000000000000005,-0.03264869888475839,1,-0.027696000000000002,1,
2017,"ITRON, INC.",United States,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.49%,-0.0049,-0.03264869888475839,1,-0.027048684210526315,1,-10.909090909090924
2018,"ITRON, INC.",United States,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.39%,-0.0039000000000000003,-0.03264869888475839,1,-0.030697222222222223,1,-20.40816326530611
2019,"ITRON, INC.",United States,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.36%,-0.0036,-0.03264869888475839,1,-0.044109859154929563,1,-7.692307692307699
2019,ITT INCORPORATION,United States,"Manufacture of fabricated metal products, except machinery and equipment (28)",-1.95%,-0.0195,-0.038829032258064534,1,-0.03942340425531914,1,
2019,"Imperial Hotel, Ltd.",Japan,Other service activities (93),-1.71%,-0.0171,-0.06545776892430274,1,-0.042170769230769234,1,
2019,Indofood Agri Resources Ltd.,Singapore,Processing of Food products nec,-45.26%,-0.4526,-0.07030078125,-1,-0.0726746835443038,-1,
2019,"Inventec Besta Co.,Ltd",Taiwan,Computer and related activities (72),-0.15%,-0.0015,-0.012459203980099502,1,-0.005232692307692308,1,
2017,J C PENNEY COMPANY INC,United States,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.90%,-0.019,-0.021157094594594594,1,-0.03165949367088608,1,
2017,J D WETHERSPOON PLC,United Kingdom,Other service activities (93),-2.66%,-0.026600000000000002,-0.06545776892430274,1,-0.09615714285714286,1,
2018,J D WETHERSPOON PLC,United Kingdom,Other service activities (93),-2.43%,-0.024300000000000002,-0.06545776892430274,1,-0.07377714285714285,1,-8.64661654135338
2019,J D WETHERSPOON PLC,United Kingdom,Other service activities (93),-2.00%,-0.02,-0.06545776892430274,1,-0.042170769230769234,1,-17.695473251028815
2018,"J FRONT RETAILING CO.,LIMITED.",Japan,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.35%,-0.013500000000000002,-0.021157094594594594,1,-0.017726923076923085,1,
2019,"J FRONT RETAILING CO.,LIMITED.",Japan,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.31%,-0.0131,-0.021157094594594594,1,-0.01781529411764706,1,-2.9629629629629672
2016,J M SMUCKER CO,United States,Processing of Food products nec,-1.29%,-0.0129,-0.07030078125,1,-0.07211875,1,
2017,J M SMUCKER CO,United States,Processing of Food products nec,-1.31%,-0.0131,-0.07030078125,1,-0.06361803278688524,1,1.5503875968992276
2018,J M SMUCKER CO,United States,Processing of Food products nec,-1.87%,-0.0187,-0.07030078125,1,-0.07225441176470587,1,42.74809160305344
2019,J M SMUCKER CO,United States,Processing of Food products nec,-1.82%,-0.0182,-0.07030078125,1,-0.0726746835443038,1,-2.67379679144385
2016,J SAINSBURY PLC,United Kingdom,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.41%,-0.0141,-0.021157094594594594,1,-0.016007407407407408,1,
2017,J SAINSBURY PLC,United Kingdom,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-1.06%,-0.0106,-0.021157094594594594,1,-0.03165949367088608,1,-24.822695035460995
2018,J SAINSBURY PLC,United Kingdom,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.89%,-0.0089,-0.021157094594594594,1,-0.017726923076923085,1,-16.0377358490566
2019,J SAINSBURY PLC,United Kingdom,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.80%,-0.008,-0.021157094594594594,1,-0.01781529411764706,1,-10.1123595505618
2017,JABIL INC,United States,Manufacture of office machinery and computers (30),-2.61%,-0.026099999999999998,-0.02394920634920634,-1,-0.02725384615384615,1,
2018,JABIL INC,United States,Manufacture of office machinery and computers (30),-1.32%,-0.0132,-0.02394920634920634,1,-0.02355454545454545,1,-49.42528735632183
2019,JABIL INC,United States,Manufacture of office machinery and computers (30),-1.04%,-0.0104,-0.02394920634920634,1,-0.020577083333333336,1,-21.212121212121215
2019,JACOBS ENGINEERING GROUP INC,United States,Construction (45),-0.17%,-0.0017000000000000001,-0.03451487889273353,1,-0.041931944444444445,1,
2016,JANUS HENDERSON GROUP PLC,United Kingdom,"Financial intermediation, except insurance and pension funding (65)",-0.06%,-0.0006,-0.03775423497267761,1,-0.0403921568627451,1,
2016,JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-2.17%,-0.0217,-0.07275014749262533,1,-0.071075,1,
2017,JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-1.97%,-0.0197,-0.07275014749262533,1,-0.06829375,1,-9.216589861751157
2018,JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-1.65%,-0.0165,-0.07275014749262533,1,-0.07681176470588234,1,-16.243654822335017
2019,JAPAN AVIATION ELECTRONICS INDUSTRY LIMITED,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-1.76%,-0.0176,-0.07275014749262533,1,-0.07511279069767442,1,6.666666666666665
2017,JAPAN DISPLAY INC,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.33%,-0.0333,-0.07275014749262533,1,-0.06829375,1,
2018,JAPAN DISPLAY INC,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.56%,-0.0356,-0.07275014749262533,1,-0.07681176470588234,1,6.906906906906896
2019,JAPAN DISPLAY INC,Japan,Manufacture of electrical machinery and apparatus n.e.c. (31),-3.63%,-0.0363,-0.07275014749262533,1,-0.07511279069767442,1,1.96629213483146
